Local time,Open,High,Low,Close,Volume
13.07.2017 09:00:00.000 GMT+0900,113.325,113.527,112.860,113.422,168183.9063
14.07.2017 09:00:00.000 GMT+0900,113.424,113.576,112.260,112.519,161593.7031
15.07.2017 09:00:00.000 GMT+0900,112.519,112.519,112.519,112.519,0
16.07.2017 09:00:00.000 GMT+0900,112.442,112.620,112.398,112.410,10019.1504
17.07.2017 09:00:00.000 GMT+0900,112.414,112.867,112.328,112.602,167054.2344
18.07.2017 09:00:00.000 GMT+0900,112.601,112.622,111.686,111.992,188373.5
19.07.2017 09:00:00.000 GMT+0900,111.993,112.231,111.554,111.883,195354.625
20.07.2017 09:00:00.000 GMT+0900,111.883,112.418,111.477,111.890,199402.875
21.07.2017 09:00:00.000 GMT+0900,111.890,112.077,111.012,111.121,152840.2188
22.07.2017 09:00:00.000 GMT+0900,111.121,111.121,111.121,111.121,0
23.07.2017 09:00:00.000 GMT+0900,111.101,111.200,110.922,110.932,9307.0195
24.07.2017 09:00:00.000 GMT+0900,110.934,111.317,110.622,111.235,155935.625
25.07.2017 09:00:00.000 GMT+0900,111.240,112.029,110.828,112.009,181514.5313
26.07.2017 09:00:00.000 GMT+0900,112.012,112.199,111.052,111.157,199177.2031
27.07.2017 09:00:00.000 GMT+0900,111.156,111.711,110.781,111.092,243540.3125
28.07.2017 09:00:00.000 GMT+0900,111.090,111.288,110.548,110.690,178799.0156
29.07.2017 09:00:00.000 GMT+0900,110.690,110.690,110.690,110.690,0
30.07.2017 09:00:00.000 GMT+0900,110.629,110.675,110.473,110.505,10841.5596
31.07.2017 09:00:00.000 GMT+0900,110.505,110.774,110.211,110.356,175783.0625
01.08.2017 09:00:00.000 GMT+0900,110.358,110.588,109.919,110.438,198762.9844
02.08.2017 09:00:00.000 GMT+0900,110.438,110.984,110.283,110.757,202682.3594
03.08.2017 09:00:00.000 GMT+0900,110.755,110.824,109.845,109.889,180219.8281
04.08.2017 09:00:00.000 GMT+0900,109.888,111.048,109.847,110.662,155516.2188
05.08.2017 09:00:00.000 GMT+0900,110.662,110.662,110.662,110.662,0
06.08.2017 09:00:00.000 GMT+0900,110.707,110.849,110.694,110.812,15134.5303
07.08.2017 09:00:00.000 GMT+0900,110.810,110.919,110.645,110.763,135726.9375
08.08.2017 09:00:00.000 GMT+0900,110.766,110.829,110.065,110.103,137667.7344
09.08.2017 09:00:00.000 GMT+0900,110.105,110.168,109.559,110.037,405835
10.08.2017 09:00:00.000 GMT+0900,110.036,110.179,109.083,109.096,181312
11.08.2017 09:00:00.000 GMT+0900,109.096,109.401,108.729,109.168,170298.0625
12.08.2017 09:00:00.000 GMT+0900,109.168,109.168,109.168,109.168,0
13.08.2017 09:00:00.000 GMT+0900,109.155,109.257,109.049,109.257,10763.0303
14.08.2017 09:00:00.000 GMT+0900,109.258,109.958,109.203,109.934,163089.0625
15.08.2017 09:00:00.000 GMT+0900,109.936,110.848,109.925,110.592,168007.0625
16.08.2017 09:00:00.000 GMT+0900,110.595,110.948,109.981,109.999,165032.0313
17.08.2017 09:00:00.000 GMT+0900,109.997,110.369,109.295,109.336,206105.6563
18.08.2017 09:00:00.000 GMT+0900,109.337,109.599,108.602,109.183,195937.875
19.08.2017 09:00:00.000 GMT+0900,109.183,109.183,109.183,109.183,0
20.08.2017 09:00:00.000 GMT+0900,109.343,109.423,109.249,109.331,8535.5703
21.08.2017 09:00:00.000 GMT+0900,109.331,109.374,108.637,108.998,159065.7344
22.08.2017 09:00:00.000 GMT+0900,109.000,109.755,108.999,109.731,139909.3438
23.08.2017 09:00:00.000 GMT+0900,109.734,109.824,108.847,108.898,168502.0625
24.08.2017 09:00:00.000 GMT+0900,108.898,109.613,108.898,109.517,163163.2813
25.08.2017 09:00:00.000 GMT+0900,109.520,109.842,109.113,109.337,168167.9844
26.08.2017 09:00:00.000 GMT+0900,109.337,109.337,109.337,109.337,0
27.08.2017 09:00:00.000 GMT+0900,109.163,109.349,109.163,109.339,9258.4805
28.08.2017 09:00:00.000 GMT+0900,109.338,109.413,108.334,108.727,145202.7031
29.08.2017 09:00:00.000 GMT+0900,108.727,109.899,108.266,109.768,235210.7656
30.08.2017 09:00:00.000 GMT+0900,109.772,110.507,109.669,110.469,192464.5313
31.08.2017 09:00:00.000 GMT+0900,110.467,110.670,109.879,110.131,185880.7656
01.09.2017 09:00:00.000 GMT+0900,110.132,110.488,109.563,110.239,167451.4063
02.09.2017 09:00:00.000 GMT+0900,110.239,110.239,110.239,110.239,0
03.09.2017 09:00:00.000 GMT+0900,109.506,109.896,109.499,109.807,11336.1396
04.09.2017 09:00:00.000 GMT+0900,109.807,109.934,109.383,109.806,112739.5313
05.09.2017 09:00:00.000 GMT+0900,109.805,109.805,108.512,108.606,175392.5625
06.09.2017 09:00:00.000 GMT+0900,108.605,109.396,108.453,109.159,170312.2344
07.09.2017 09:00:00.000 GMT+0900,109.159,109.219,108.047,108.282,187062.0781
08.09.2017 09:00:00.000 GMT+0900,108.270,108.485,107.318,107.842,186289.7656
09.09.2017 09:00:00.000 GMT+0900,107.842,107.842,107.842,107.842,0
10.09.2017 09:00:00.000 GMT+0900,108.156,108.491,108.126,108.243,13000.3496
11.09.2017 09:00:00.000 GMT+0900,108.245,109.507,108.214,109.400,157683.1875
12.09.2017 09:00:00.000 GMT+0900,109.404,110.291,109.289,110.229,166476.9219
13.09.2017 09:00:00.000 GMT+0900,110.233,110.689,109.905,110.497,155657.4375
14.09.2017 09:00:00.000 GMT+0900,110.500,111.039,109.550,109.939,176019.5156
15.09.2017 09:00:00.000 GMT+0900,109.939,111.334,109.902,110.826,174296.5469
16.09.2017 09:00:00.000 GMT+0900,110.826,110.826,110.826,110.826,0
17.09.2017 09:00:00.000 GMT+0900,111.055,111.237,110.996,111.177,7147.3599
18.09.2017 09:00:00.000 GMT+0900,111.178,111.662,111.130,111.486,152310.0156
19.09.2017 09:00:00.000 GMT+0900,111.485,111.880,111.203,111.587,176256.0156
20.09.2017 09:00:00.000 GMT+0900,111.588,112.577,111.106,112.547,224231.125
21.09.2017 09:00:00.000 GMT+0900,112.550,112.715,112.136,112.454,290757.2813
22.09.2017 09:00:00.000 GMT+0900,112.457,112.553,111.653,111.988,187224.1875
23.09.2017 09:00:00.000 GMT+0900,111.988,111.988,111.988,111.988,0
24.09.2017 09:00:00.000 GMT+0900,112.138,112.479,112.117,112.444,19192.3301
25.09.2017 09:00:00.000 GMT+0900,112.443,112.528,111.475,111.736,183732.4063
26.09.2017 09:00:00.000 GMT+0900,111.735,112.476,111.498,112.385,172260.625
27.09.2017 09:00:00.000 GMT+0900,112.387,113.257,112.271,112.886,200116.6094
28.09.2017 09:00:00.000 GMT+0900,112.885,113.208,112.252,112.479,194102.8438
29.09.2017 09:00:00.000 GMT+0900,112.477,112.735,112.213,112.471,189920.4531
30.09.2017 09:00:00.000 GMT+0900,112.471,112.471,112.471,112.471,0
01.10.2017 09:00:00.000 GMT+0900,112.642,112.699,112.451,112.656,6838.6099
02.10.2017 09:00:00.000 GMT+0900,112.657,113.058,112.532,112.775,159766.0156
