Local time,Open,High,Low,Close,Volume
07.12.2016 16:00:00.000 GMT+0900,114.322,114.406,114.254,114.346,7853.3999
07.12.2016 17:00:00.000 GMT+0900,114.344,114.345,114.128,114.195,9376.9004
07.12.2016 18:00:00.000 GMT+0900,114.196,114.197,113.902,113.948,8492.1699
07.12.2016 19:00:00.000 GMT+0900,113.950,114.078,113.904,114.075,8757.7305
07.12.2016 20:00:00.000 GMT+0900,114.075,114.148,113.993,113.997,5633.4502
07.12.2016 21:00:00.000 GMT+0900,113.996,114.079,113.935,114.078,6450.3101
07.12.2016 22:00:00.000 GMT+0900,114.079,114.122,114.005,114.038,8222.6602
07.12.2016 23:00:00.000 GMT+0900,114.038,114.116,113.951,114.027,8950.3096
08.12.2016 00:00:00.000 GMT+0900,114.028,114.040,113.519,113.528,16206.8203
08.12.2016 01:00:00.000 GMT+0900,113.528,113.722,113.417,113.501,10015.3398
08.12.2016 02:00:00.000 GMT+0900,113.502,113.790,113.502,113.782,6975.9399
08.12.2016 03:00:00.000 GMT+0900,113.783,113.916,113.705,113.876,6279.8398
08.12.2016 04:00:00.000 GMT+0900,113.876,114.002,113.836,113.869,5553.2402
08.12.2016 05:00:00.000 GMT+0900,113.864,113.864,113.727,113.772,6497.9502
08.12.2016 06:00:00.000 GMT+0900,113.772,113.855,113.727,113.763,3421.3401
08.12.2016 07:00:00.000 GMT+0900,113.788,113.834,113.614,113.645,2510.4299
08.12.2016 08:00:00.000 GMT+0900,113.648,113.746,113.621,113.736,2790.05
08.12.2016 09:00:00.000 GMT+0900,113.736,113.864,113.577,113.851,7186.8198
08.12.2016 10:00:00.000 GMT+0900,113.851,113.854,113.600,113.606,6375.9199
08.12.2016 11:00:00.000 GMT+0900,113.607,113.624,113.467,113.524,7099.6001
08.12.2016 12:00:00.000 GMT+0900,113.524,113.530,113.134,113.283,7686.3999
08.12.2016 13:00:00.000 GMT+0900,113.283,113.457,113.243,113.390,5345.25
08.12.2016 14:00:00.000 GMT+0900,113.392,113.615,113.299,113.582,6478.8398
08.12.2016 15:00:00.000 GMT+0900,113.582,113.607,113.442,113.565,5317.1001
08.12.2016 16:00:00.000 GMT+0900,113.566,113.707,113.484,113.647,8453.5195
08.12.2016 17:00:00.000 GMT+0900,113.647,113.687,113.320,113.433,10380.2197
08.12.2016 18:00:00.000 GMT+0900,113.434,113.650,113.398,113.435,9998.5596
08.12.2016 19:00:00.000 GMT+0900,113.436,113.528,113.344,113.369,8501.5996
08.12.2016 20:00:00.000 GMT+0900,113.368,113.451,113.273,113.442,7781.8799
08.12.2016 21:00:00.000 GMT+0900,113.439,114.051,113.369,114.040,14076.8301
08.12.2016 22:00:00.000 GMT+0900,114.040,114.377,113.872,114.168,23741.7207
08.12.2016 23:00:00.000 GMT+0900,114.169,114.249,113.793,114.131,25480.8398
09.12.2016 00:00:00.000 GMT+0900,114.130,114.313,113.954,114.213,15736.7998
09.12.2016 01:00:00.000 GMT+0900,114.215,114.301,114.117,114.169,11559.1602
09.12.2016 02:00:00.000 GMT+0900,114.171,114.249,114.115,114.192,7639.7998
09.12.2016 03:00:00.000 GMT+0900,114.192,114.220,114.095,114.218,5954.1401
09.12.2016 04:00:00.000 GMT+0900,114.218,114.240,113.985,114.055,7571.4199
09.12.2016 05:00:00.000 GMT+0900,114.057,114.079,113.959,113.986,6269.7998
09.12.2016 06:00:00.000 GMT+0900,113.982,114.046,113.941,114.035,4283.4702
09.12.2016 07:00:00.000 GMT+0900,114.039,114.145,114.020,114.129,1791.86
09.12.2016 08:00:00.000 GMT+0900,114.131,114.149,114.038,114.065,3478.77
09.12.2016 09:00:00.000 GMT+0900,114.068,114.353,114.018,114.297,8473.9102
09.12.2016 10:00:00.000 GMT+0900,114.297,114.560,114.244,114.539,9011.46
09.12.2016 11:00:00.000 GMT+0900,114.538,114.569,114.372,114.419,6541.8398
09.12.2016 12:00:00.000 GMT+0900,114.419,114.512,114.385,114.433,5032.3501
09.12.2016 13:00:00.000 GMT+0900,114.433,114.475,114.404,114.435,4068.8701
09.12.2016 14:00:00.000 GMT+0900,114.435,114.462,114.294,114.449,4978.2598
09.12.2016 15:00:00.000 GMT+0900,114.449,114.464,114.347,114.463,4542.3398
09.12.2016 16:00:00.000 GMT+0900,114.461,114.528,114.381,114.442,8488
09.12.2016 17:00:00.000 GMT+0900,114.442,114.545,114.411,114.480,8346.8496
09.12.2016 18:00:00.000 GMT+0900,114.483,114.487,114.330,114.417,6875.4902
09.12.2016 19:00:00.000 GMT+0900,114.417,114.617,114.407,114.613,5910.1401
09.12.2016 20:00:00.000 GMT+0900,114.613,114.977,114.580,114.973,8441.4502
09.12.2016 21:00:00.000 GMT+0900,114.970,115.271,114.867,115.238,12946.0801
09.12.2016 22:00:00.000 GMT+0900,115.239,115.280,114.620,114.970,17516.3398
09.12.2016 23:00:00.000 GMT+0900,114.965,115.114,114.840,115.097,15235.5996
10.12.2016 00:00:00.000 GMT+0900,115.101,115.238,115.017,115.186,13715.5898
10.12.2016 01:00:00.000 GMT+0900,115.184,115.262,115.074,115.180,10196.5498
10.12.2016 02:00:00.000 GMT+0900,115.180,115.371,115.177,115.313,7800.0898
10.12.2016 03:00:00.000 GMT+0900,115.314,115.314,115.184,115.261,5070.8799
10.12.2016 04:00:00.000 GMT+0900,115.262,115.351,115.196,115.217,5154.8101
10.12.2016 05:00:00.000 GMT+0900,115.217,115.299,115.202,115.244,4900.6099
